identifier,language,title,genre,abstract,subjects,abstract_limpio,reumen,keywords,reumen_limpio
doi:10.1007/978-981-19-2225-1_59,en,Design of LCL Filter in Front–End Inverters for Grid Interfaced Electric Generation,OriginalPaper,"LCL filter design is difficult; still know the figures and facts of it in power industry application. To the mitigation of distortion, reduce bulky inductor size and reduce grid harmonic current cause of high switching frequency in inverter by zero voltage switching. LCL filter is more attractive due to low inductor size over conventional inductor filter. Designed suitable LCL filter, enhanced power factor of grid due to low loss dissipation in damping resistor of filter with low EMI. In this paper, the design of filter with mathematical model to verify the design procedure is carried out. The performance of system is simulated under MATLAB/SIMULINK environment. Reduced total harmonic distortion is shown in the grid current by using various filters are observed in simulated results.","['Engineering', 'Communications Engineering, Networks', 'Computational Intelligence', 'Statistics, general', 'Mobile and Network Security']",lcl filter design is difficult; still know the figures and facts of it in power industry application to the mitigation of distortion reduce bulky inductor size and reduce grid harmonic current cause of high switching frequency in inverter by zero voltage switching lcl filter is more attractive due to low inductor size over conventional inductor filter designed suitable lcl filter enhanced power factor of grid due to low loss dissipation in damping resistor of filter with low emi in this paper the design of filter with mathematical model to verify the design procedure is carried out the performance of system is simulated under matlabsimulink environment reduced total harmonic distortion is shown in the grid current by using various filters are observed in simulated results,"in this paper , the design of lcl filter with low emi is designed . the design of lcl filter with low emi is motivated by the application in power industry . <n> lcl filter , low emi","['bulky inductor size' 'distortion' 'grid harmonic current'
 'harmonic distortion' 'high switching frequency' 'inductor filter'
 'inverter' 'lcl filter' 'low inductor size' 'low loss dissipation'
 'mathematical model' 'matlabsimulink environment' 'mitigation'
 'power industry' 'simulated results' 'zero voltage switching']",in this paper  the design of lcl filter with low emi is designed  the design of lcl filter with low emi is motivated by the application in power industry  <n> lcl filter  low emi
doi:10.1007/978-981-19-1061-6_4,en,Using the STP-EX Model for a Screening Level Assessment of Chemicals of Emerging Concern During the Municipal Wastewater Treatment Plant Process,OriginalPaper,"Chemicals of emerging concern (CECs) can potentially flow through Municipal Wastewater Treatment Plants (MWTPs) into receiving water bodies leading to human exposures and negative ecological impacts. However, throughout the multiple sequential MWTP processes, these CECs may be subjected to various removal mechanisms, including volatilization, sorption, and degradation (mostly biodegradation, but also may include photodegradation). The determination and quantification of these removal mechanisms in situ for MWTPs is difficult/impossible; thus, MWTP environmental fate models have been recognized as useful tools for studying and predicting the fate and transport of CECs through MWTPs. These models use both MWTP plant parameters (e.g., flow rates, solids concentrations, tank volumes, etc.) and CEC physico-chemical parameters (e.g., solubility, molecular weight, etc.) to determine CEC mass balances and fates. The current study uses the STP-EX model for the determination of partitioning maps using ‘typical’ activated sludge-type, facultative lagoon, and aerated lagoon MWTP process parameters. The partitioning maps are presented based on the octanol–water (Log K ow ) and air–water (Log K aw ) partition coefficients, which were varied incrementally from 1 to 9 and 2 to −9, respectively, creating a 9 × 12 grid ‘chemical space’ representing potential chemicals of interest. Using these partitioning based maps, biodegradation was then included in the model using ‘recalcitrant’ chemical biodegradation rates ranging from 100 to 25,000 h and ‘readily biodegradable’ chemical biodegradation rates ranging from 1 to 250 h. Generally, the impact of biodegradation was found to be highest for the activated sludge-type MWTPs (especially at low Log K ow values), while volatilization and sorption to solids dominated the facultative lagoon and aerated lagoon chemical fates with marginal impacts of biodegradation in low Log K ow value ranges. For further understanding of the partitioning maps, case studies were considered for five chemicals of interest (di-2-Ethylhexyl phthalate (DEHP), fluoranthene, toluene, cyclooctane, and dimethyl phthalate (DMP)) which are presented to discuss their fate and transport both with and without inclusion of either ‘recalcitrant’ or ‘readily biodegradable’ biodegradation rates.","['Engineering', 'Building Materials', 'Geoengineering, Foundations, Hydraulics', 'Transportation Technology and Traffic Engineering', 'Environment, general']",chemicals of emerging concern cecs can potentially flow through municipal wastewater treatment plants mwtps into receiving water bodies leading to human exposures and negative ecological impacts however throughout the multiple sequential mwtp processes these cecs may be subjected to various removal mechanisms including volatilization sorption and degradation mostly biodegradation but also may include photodegradation the determination and quantification of these removal mechanisms in situ for mwtps is difficultimpossible; thus mwtp environmental fate models have been recognized as useful tools for studying and predicting the fate and transport of cecs through mwtps these models use both mwtp plant parameters eg flow rates solids concentrations tank volumes etc and cec physicochemical parameters eg solubility molecular weight etc to determine cec mass balances and fates the current study uses the stpex model for the determination of partitioning maps using ‘typical activated sludgetype facultative lagoon and aerated lagoon mwtp process parameters the partitioning maps are presented based on the octanol–water log k ow  and air–water log k aw  partition coefficients which were varied incrementally from  to  and  to − respectively creating a  ×  grid ‘chemical space representing potential chemicals of interest using these partitioning based maps biodegradation was then included in the model using ‘recalcitrant chemical biodegradation rates ranging from  to  h and ‘readily biodegradable chemical biodegradation rates ranging from  to  h generally the impact of biodegradation was found to be highest for the activated sludgetype mwtps especially at low log k ow values while volatilization and sorption to solids dominated the facultative lagoon and aerated lagoon chemical fates with marginal impacts of biodegradation in low log k ow value ranges for further understanding of the partitioning maps case studies were considered for five chemicals of interest diethylhexyl phthalate dehp fluoranthene toluene cyclooctane and dimethyl phthalate dmp which are presented to discuss their fate and transport both with and without inclusion of either ‘recalcitrant or ‘readily biodegradable biodegradation rates,the fates of various diethylhexyl dehp fluorant toluene cyclooctane chemical species ( mwtps ) diethylhexylhexyl dehp fluorant d fluoranthene is studied using the stpex model for,"['##able' '##cl' '##cultative lagoon' '##de' '##tion'
 '##ubility molecular' '##xyl' 'activated sludgetype facultative lagoon'
 'activated sludgetype mwtps' 'aerated lagoon' 'biode' 'biodegradation'
 'cec mass balances' 'chemical biodegradation rates' 'chemical fates'
 'flow rates' 'h' 'human exposures' 'interest' 'log'
 'municipal wastewater treatment plants' 'mw'
 'mwtp environmental fate models' 'negative ecological impacts however'
 'octanol' 'ow' 'partition coefficients' 'photodegradation' 'quanti'
 'recalcitrant' 'removal mechanisms' 'solids concentrations tank volumes'
 'space' 'stpex model' 'transport' 'volatilization' 'water' 'water bodies'
 '× grid' '‘ recalcitrant chemical biodegradation rates']",the fates of various diethylhexyl dehp fluorant toluene cyclooctane chemical species  mwtps  diethylhexylhexyl dehp fluorant d fluoranthene is studied using the stpex model for
doi:10.1007/978-981-19-2879-6_2,en,Machine Learning,OriginalPaper,"Machine learning is currently a mainstream research hotspot in the AI industry, entailing multiple disciplines such as probability theory, statistics, and convex optimization. This chapter first introduces the definition of “learning” in learning algorithms and the process of machine learning. On this basis, it offers some commonly used machine learning algorithms. Our readers will learn about some key concepts such as hyperparameters, gradient descent, and cross-validation.","['Computer Science', 'Artificial Intelligence']",machine learning is currently a mainstream research hotspot in the ai industry entailing multiple disciplines such as probability theory statistics and convex optimization this chapter first introduces the definition of learning in learning algorithms and the process of machine learning on this basis it offers some commonly used machine learning algorithms our readers will learn about some key concepts such as hyperparameters gradient descent and crossvalidation,this chapter introduces the process of machine learning algorithms and the definition of learning in learning algorithms .<n> some commonly used machine learning algorithms are discussed . <n> [ section ] [ section ] [ section ] [ section ] [,"['ai industry' 'convex optimization' 'crossvalidation' 'gradient descent'
 'hyperparameters' 'learning algorithms' 'machine learning'
 'machine learning algorithms' 'mainstream research hotspot'
 'probability theory statistics']",this chapter introduces the process of machine learning algorithms and the definition of learning in learning algorithms <n> some commonly used machine learning algorithms are discussed  <n> [ section ] [ section ] [ section ] [ section ] [
doi:10.1007/978-981-16-9967-2_67,en,Influence of Student–Teacher Interrelationship on Academic Achievements: A Logit Model,OriginalPaper,"The main concentration in the present work is given to identify the effect of the student–teacher relationship on the academic achievement of university students. For this purpose, data is collected from 292 students of various universities situated in Jaipur, India. The survey was conducted from January 2018 to April 2018. A questionnaire of 36 questions was filled by all respondents enthusiastically, out of which six questions are demographic. Responses have been collected on a five-point Likert scale. In the sample, 55.5% male and 44.5% students are included with 28.1% day-boarding and 71.9% hosteller students. Maximum 52.7% of students belong to the third year, and a minimum of 2.1% students are included from fourth year from various branches like engineering, science, arts and management. The reliability of the questionnaire was checked by Cronbach’s Alpha, and logistic regression analysis is performed. Two logistic regression models are developed concerning gender and locality of students, and odd ratios are identified. Finally, it is recommended that findings can be used to enhance the academic achievements of the students.","['Computer Science', 'Computer Systems Organization and Communication Networks', 'Computational Intelligence', 'Artificial Intelligence', 'Wireless and Mobile Communication', 'Cyber-physical systems, IoT', 'Professional Computing']",the main concentration in the present work is given to identify the effect of the student–teacher relationship on the academic achievement of university students for this purpose data is collected from  students of various universities situated in jaipur india the survey was conducted from january  to april  a questionnaire of  questions was filled by all respondents enthusiastically out of which six questions are demographic responses have been collected on a fivepoint likert scale in the sample  male and  students are included with  dayboarding and  hosteller students maximum  of students belong to the third year and a minimum of  students are included from fourth year from various branches like engineering science arts and management the reliability of the questionnaire was checked by cronbachs alpha and logistic regression analysis is performed two logistic regression models are developed concerning gender and locality of students and odd ratios are identified finally it is recommended that findings can be used to enhance the academic achievements of the students,in the present work data is collected from students of various universities situated in jaipur survey .<n> questionnaire of questions was filled by all respondents .<n> the reliability of the questionnaire is checked by cronbachs alpha and logistic regression analysis is,"['academic achievement' 'cronbachs' 'dayboarding'
 'engineering science arts' 'gender' 'hosteller students' 'jaipur india'
 'logistic regression' 'logistic regression analysis' 'management'
 'questionnaire' 'reliability' 'university students']",in the present work data is collected from students of various universities situated in jaipur survey <n> questionnaire of questions was filled by all respondents <n> the reliability of the questionnaire is checked by cronbachs alpha and logistic regression analysis is
doi:10.1007/978-3-031-13433-3_1,en,What is Intelligent Construction?,OriginalPaper,"This chapter first introduces the essential characteristics of transportation infrastructure, analyzes the relationship between modern information technology and engineering construction, and then introduces the origin and purpose of artificial intelligence from the perspective of the Turing test. Based on analyzing what human beings do, the essential characteristics of intelligent technology in various fields—“perception, analysis, decision-making, and execution”—P.A.D.E. are put forward, and the basic meaning of intelligent construction and the key technologies to be developed at present are given. Finally, taking highway engineering as an example, the main contents of the application of intelligent technology in the design, construction, and maintenance stages are analyzed, and the basic structure of intelligent construction technology of transportation infrastructure is established on this basis.","['Engineering', 'Transportation Technology and Traffic Engineering', 'Data Engineering', 'Building Construction and Design', 'Sustainable Development', 'Cyber-physical systems, IoT', 'Professional Computing']",this chapter first introduces the essential characteristics of transportation infrastructure analyzes the relationship between modern information technology and engineering construction and then introduces the origin and purpose of artificial intelligence from the perspective of the turing test based on analyzing what human beings do the essential characteristics of intelligent technology in various fields—perception analysis decisionmaking and execution—pade are put forward and the basic meaning of intelligent construction and the key technologies to be developed at present are given finally taking highway engineering as an example the main contents of the application of intelligent technology in the design construction and maintenance stages are analyzed and the basic structure of intelligent construction technology of transportation infrastructure is established on this basis,this chapter introduces the essential characteristics of transportation infrastructure analyzes the relationship between modern information technology and engineering construction and then introduces the origin and purpose of artificial intelligence from the perspective of the turing test based on analyzing human beings perception .,"['artificial intelligence' 'execution' 'highway engineering'
 'intelligent construction technology' 'intelligent technology' 'pade'
 'transportation infrastructure' 'turing test']",this chapter introduces the essential characteristics of transportation infrastructure analyzes the relationship between modern information technology and engineering construction and then introduces the origin and purpose of artificial intelligence from the perspective of the turing test based on analyzing human beings perception 
doi:10.1007/978-3-031-21062-4_3,en,Artificial Stupidity in Robotics: Something Unwanted or Somehow Useful?,OriginalPaper,"Artificial stupidity has been reported in multiple computer science applications. This phenomenon can appear in two ways: artificial stupidity by accident is the result of artificial intelligence failures, whereas artificial stupidity by design is an intended development with a purpose. However, these concepts have not been studied in the context of robotics. This paper analyzes artificial stupidity in robotics, searching to answer the question: “Is artificial stupidity something that we must avoid or, on the contrary, something that can be useful for us?” It addresses the definition of the artificial stupidity problem and analyzes some potential methods to solve it.","['Computer Science', 'Robotics', 'Robotics and Automation', 'Computational Intelligence']",artificial stupidity has been reported in multiple computer science applications this phenomenon can appear in two ways: artificial stupidity by accident is the result of artificial intelligence failures whereas artificial stupidity by design is an intended development with a purpose however these concepts have not been studied in the context of robotics this paper analyzes artificial stupidity in robotics searching to answer the question: is artificial stupidity something that we must avoid or on the contrary something that can be useful for us it addresses the definition of the artificial stupidity problem and analyzes some potential methods to solve it,is artificial stupidity something that we must avoid or on the contrary something that can be useful for us ?<n> is artificial stupidity something that we must avoid or on the contrary something that can be useful for us ?<n> is artificial stupidity something that,"['artificial intelligence' 'artificial stupidity'
 'multiple computer science' 'robotics searching']",is artificial stupidity something that we must avoid or on the contrary something that can be useful for us <n> is artificial stupidity something that we must avoid or on the contrary something that can be useful for us <n> is artificial stupidity something that
doi:10.1007/978-981-19-3590-9_16,en,A Survey: Secure Cloud Data Storage and Access Control System Using Blockchain,OriginalPaper,"The recent companies are able to get benefits with designing cloud and IoT solutions for security. The security of any system is considered the robust when it is able to avoid unauthorized access of data in cloud and IoT. In this paper, it is discussed various access control methods for cloud and IoT systems. Various papers are studied and presented in literature review. The access control is able to provide secure data storage using blockchain technology. Various access control methods are discussed and compared in this paper. The study is able to derive the pros and cons of access control methods for blockchain technology.","['Engineering', 'Computational Intelligence', 'Artificial Intelligence', 'Systems and Data Security', 'Mobile and Network Security']",the recent companies are able to get benefits with designing cloud and iot solutions for security the security of any system is considered the robust when it is able to avoid unauthorized access of data in cloud and iot in this paper it is discussed various access control methods for cloud and iot systems various papers are studied and presented in literature review the access control is able to provide secure data storage using blockchain technology various access control methods are discussed and compared in this paper the study is able to derive the pros and cons of access control methods for blockchain technology,"the recent companies are able to get benefits with designing cloud and iot solutions for the security of any system , the security of any system is considered the robust when it is able to avoid unauthorized access of data in cloud and iot","['access control' 'access control methods' 'blockchain'
 'blockchain technology' 'security']",the recent companies are able to get benefits with designing cloud and iot solutions for the security of any system  the security of any system is considered the robust when it is able to avoid unauthorized access of data in cloud and iot
doi:10.1007/978-3-031-16075-2_16,en,"Enabling Maritime Digitalization by Extreme-Scale Analytics, AI and Digital Twins: The Vesselai Architecture",OriginalPaper,"The beginning of this decade finds artificial intelligence, high performance computing (HPC), and big data analytics in the forefront of digital transformation that is projected to heavily impact various industries and domains. Among those, the maritime industry has the potential to overcome many shortcomings and challenges through innovative technical solutions that combine the aforementioned innovative technologies. Naval vessels and shipping in general, generate extremely large amounts of data, the potential of which remains largely untapped due to the limitations of current systems. Simultaneously, digital twins can be used for conducting complex simulations of vessels and their systems to improve efficiency, automate, and evaluate current and future performance. However, they require large amounts of real-time and historical data to simulate efficiently, as well as AI models and high-performance computing that will help the entire system run smoothly and be scalable to higher volumes of data and computation requirements. Integrating these technologies and tools in a unified system poses various challenges. Under this context, the current publication presents the high-level conceptual architecture of VesselAI, an EU-funded project that aims to develop, validate and demonstrate a novel holistic framework based on a combination of the state-of-the-art HPC, Big Data and AI technologies, capable of performing extreme-scale and distributed analytics for fuelling the next-generation digital twins in maritime applications and beyond, including vessel motion and behaviour modelling, analysis and prediction, ship energy system design and optimisation, unmanned vessels, route optimisation and fleet intelligence.","['Engineering', 'Computational Intelligence', 'Control, Robotics, Mechatronics', 'Artificial Intelligence']",the beginning of this decade finds artificial intelligence high performance computing hpc and big data analytics in the forefront of digital transformation that is projected to heavily impact various industries and domains among those the maritime industry has the potential to overcome many shortcomings and challenges through innovative technical solutions that combine the aforementioned innovative technologies naval vessels and shipping in general generate extremely large amounts of data the potential of which remains largely untapped due to the limitations of current systems simultaneously digital twins can be used for conducting complex simulations of vessels and their systems to improve efficiency automate and evaluate current and future performance however they require large amounts of realtime and historical data to simulate efficiently as well as ai models and highperformance computing that will help the entire system run smoothly and be scalable to higher volumes of data and computation requirements integrating these technologies and tools in a unified system poses various challenges under this context the current publication presents the highlevel conceptual architecture of vesselai an eufunded project that aims to develop validate and demonstrate a novel holistic framework based on a combination of the stateoftheart hpc big data and ai technologies capable of performing extremescale and distributed analytics for fuelling the nextgeneration digital twins in maritime applications and beyond including vessel motion and behaviour modelling analysis and prediction ship energy system design and optimisation unmanned vessels route optimisation and fleet intelligence,this publication presents the highlevel conceptual architecture of vesselai an eu funded project that aims to develop validate and demonstrate a novel holistic framework based on a combination of the stateoftheart hpc big data and ai technologies capable of performing extremescale,"['##sation unmanned vessels' 'ai models' 'ai technologies'
 'artificial intelligence' 'behaviour modelling analysis' 'data analytics'
 'digital transformation' 'distributed analytics' 'eufunded project'
 'fleet intelligence' 'high performance computing'
 'highlevel conceptual architecture' 'highperformance computing'
 'holistic framework' 'maritime applications' 'maritime industry'
 'nextgeneration digital twins' 'opt' 'ship energy system design'
 'shipping' 'stateoftheart hpc' 'unified system' 'vesselai']",this publication presents the highlevel conceptual architecture of vesselai an eu funded project that aims to develop validate and demonstrate a novel holistic framework based on a combination of the stateoftheart hpc big data and ai technologies capable of performing extremescale
doi:10.1007/s10489-022-03468-6,en,Improving environmental awareness for autonomous vehicles,OriginalPaper,"Autonomous vehicles (AVs) have multiple tasks with different priorities and safety levels where classic supervised learning techniques are no longer applicable. Thus, reinforcement learning (RL) algorithms become increasingly appropriate for this domain as the RL algorithms can act on complex problems and adapt their responses in the face of unforeseen situations and environments. The RL agent aims to perform the action that guarantees the optimal reward with the best score. The problem with this approach is if the agent finds a possible optimal action with a reasonable premium and gets stuck in this mediocre strategy, which at the same time is neither the best nor the worst solution. Therefore, the agent avoids performing a more extensive exploration to find new paths and learn alternatives to generate a higher reward. To alleviate this problem, we research the behavior of two types of noise in AVs training. We analyze the results and point out the noise method that most stimulates exploration. A vast exploration of the environment is highly relevant to AVs because they know more about the environment and learn alternative ways of acting in the face of uncertainties. With that, AVs can expect more reliable actions in front of sudden changes in the environment. According to our experiments’ results in a simulator, we can see that noise allows the autonomous vehicle to improve its exploration and increase the reward.","['Computer Science', 'Artificial Intelligence', 'Mechanical Engineering', 'Manufacturing, Machines, Tools, Processes']",autonomous vehicles avs have multiple tasks with different priorities and safety levels where classic supervised learning techniques are no longer applicable thus reinforcement learning rl algorithms become increasingly appropriate for this domain as the rl algorithms can act on complex problems and adapt their responses in the face of unforeseen situations and environments the rl agent aims to perform the action that guarantees the optimal reward with the best score the problem with this approach is if the agent finds a possible optimal action with a reasonable premium and gets stuck in this mediocre strategy which at the same time is neither the best nor the worst solution therefore the agent avoids performing a more extensive exploration to find new paths and learn alternatives to generate a higher reward to alleviate this problem we research the behavior of two types of noise in avs training we analyze the results and point out the noise method that most stimulates exploration a vast exploration of the environment is highly relevant to avs because they know more about the environment and learn alternative ways of acting in the face of uncertainties with that avs can expect more reliable actions in front of sudden changes in the environment according to our experiments results in a simulator we can see that noise allows the autonomous vehicle to improve its exploration and increase the reward,reinforcement learning ( rl ) algorithms are increasingly appropriate for autonomous vehicles ( avs ) .<n> we investigate the behavior of two types of noise in avs training we analyze the results and point out the noise method that most stimulates exploration,"['##l' 'autonomous vehicle' 'avs training' 'mediocre strategy'
 'reinforcement learning' 'rl algorithms' 'supervised learning techniques']",reinforcement learning  rl  algorithms are increasingly appropriate for autonomous vehicles  avs  <n> we investigate the behavior of two types of noise in avs training we analyze the results and point out the noise method that most stimulates exploration
doi:10.1007/978-981-19-3679-1_55,en,Combination of Oversampling and Undersampling Techniques on Imbalanced Datasets,OriginalPaper,"Many practical classification datasets are unbalanced, meaning that one of the classes is in the majority when compared to the others. In various real-world circumstances, class-imbalanced datasets arise, where the number of data samples in a class is not equal to the other class. To develop good classification models based on present level calculations, using these datasets is difficult, particularly for separating minority classes from the majority class. To address the issue of class imbalance, under/oversampling procedures are used to minimize and enhance the quantities of data examined in minority and majority class. This paper explores the utilization of combination of both undersampling and oversampling techniques mainly synthetic minority oversampling technique (SMOTE) and neighborhood cleaning rule (NCL) to balance the datasets. The performance has been evaluated using two machine learning algorithms. The results are then classified using recall measure and geometric mean which showed improved performance of the algorithms.","['Engineering', 'Communications Engineering, Networks', 'Cyber-physical systems, IoT', 'Professional Computing', 'Machine Learning', 'Artificial Intelligence']",many practical classification datasets are unbalanced meaning that one of the classes is in the majority when compared to the others in various realworld circumstances classimbalanced datasets arise where the number of data samples in a class is not equal to the other class to develop good classification models based on present level calculations using these datasets is difficult particularly for separating minority classes from the majority class to address the issue of class imbalance underoversampling procedures are used to minimize and enhance the quantities of data examined in minority and majority class this paper explores the utilization of combination of both undersampling and oversampling techniques mainly synthetic minority oversampling technique smote and neighborhood cleaning rule ncl to balance the datasets the performance has been evaluated using two machine learning algorithms the results are then classified using recall measure and geometric mean which showed improved performance of the algorithms,in this paper we explore the utilization of combination of minority oversampling and undersampling techniques to balance the datasets .<n> the performance of two machine learning algorithms which use recall measure and geometric mean to classify the datasets has been evaluated .,"['##oversampling' 'class imbalance' 'classification datasets'
 'classification models' 'classimbalanced datasets' 'data samples'
 'geometric mean' 'machine learning algorithms' 'majority class'
 'neighborhood cleaning' 'present level calculations' 'recall measure'
 'synthetic minority overs']",in this paper we explore the utilization of combination of minority oversampling and undersampling techniques to balance the datasets <n> the performance of two machine learning algorithms which use recall measure and geometric mean to classify the datasets has been evaluated 
doi:10.1007/978-981-19-5221-0_29,en,Exploratory Analysis of AI Automation in Various Horizons,OriginalPaper,"A significant technological advancements concern the automation of knowledge and organization processes as a result of development in artificial intelligence and its various sub-fields. However, in this study AutoAI term is used to describe this phenomenon. This advancement presents organizations with new strategic opportunities to increase its production value. However, prior researches that examine these developments are spread across some areas, namely health care, education, etc. The principal objective of this study is to present analysis of recent papers in three most demanding areas, namely AutoAI in cyber security, digital marketing and expert system. Based on the analysis of the available researches and empirical evidence, the following research questions can be answered: (a) what all sub-categories of above-mentioned areas are touched till now? (b) What are all algorithms used so far? (c) What are the gaps that need to be handled in future?","['Engineering', 'Computational Intelligence', 'Communications Engineering, Networks', 'Sociology, general', 'Cyber-physical systems, IoT', 'Professional Computing']",a significant technological advancements concern the automation of knowledge and organization processes as a result of development in artificial intelligence and its various subfields however in this study autoai term is used to describe this phenomenon this advancement presents organizations with new strategic opportunities to increase its production value however prior researches that examine these developments are spread across some areas namely health care education etc the principal objective of this study is to present analysis of recent papers in three most demanding areas namely autoai in cyber security digital marketing and expert system based on the analysis of the available researches and empirical evidence the following research questions can be answered: a what all subcategories of abovementioned areas are touched till now b what are all algorithms used so far c what are the gaps that need to be handled in future,this study presents analysis of recent papers on autoai in three most demanding areas namely autoai in cyber security digital marketing and expert system based on the analysis of the available researches and empirical evidence the following research questions can be answered : a ),"['artificial intelligence' 'cyber security' 'digital marketing'
 'expert system' 'health care education' 'production value'
 'strategic opportunities']",this study presents analysis of recent papers on autoai in three most demanding areas namely autoai in cyber security digital marketing and expert system based on the analysis of the available researches and empirical evidence the following research questions can be answered : a 
doi:10.1007/978-1-4842-8698-2_7,en,Generics,OriginalPaper,"For the most part, Kotlin generics work the same way as Java generics; but they have some differences. In this chapter, we’ll look at how to work with generics and how similar (or different) Kotlin’s generics is with that of Java’s.","['Computer Science', 'Professional Computing', 'Java', 'Computer Science, general']",for the most part kotlin generics work the same way as java generics; but they have some differences in this chapter well look at how to work with generics and how similar or different kotlins generics is with that of javas,"in this chapter , i discuss some of the differences between java and generics .<n> in particular , i discuss the difference between kotlin generics and java generics .",['generics' 'java' 'javas' 'kotlins' 'part kotlin generics'],in this chapter  i discuss some of the differences between java and generics <n> in particular  i discuss the difference between kotlin generics and java generics 
doi:10.1007/978-3-031-06829-4_6,en,Deep Learning to Improve Construction Site Management Tasks,OriginalPaper,"The digital construction transformation requires utilising emerging digital technology such as deep learning to automate implementing tasks. Therefore, this article evaluates the current state of utilising deep learning in the construction management tasks to enable researchers to determine the capabilities of current solutions and find research gaps to carry out more research to bridge revealed knowledge and practice gaps. First, the scientometric analysis is conducted for 181 articles to assess the density of publications on different topics of deep learning-based construction management applications. After that, a thematic and gap analysis is conducted to analyse the contributions and limitations of key published articles in each area of application. The scientometric analysis indicates four main applications of deep learning in construction management: automating progress monitoring, automating safety warning for workers, managing construction equipment, and integrating IoT with deep learning to collect data from the site automatically. The thematic and gap analysis refers to many successful cases of deep learning in automating site management tasks. However, more validations are recommended to test developed solutions, as well as additional research is required to consider practitioners’ and workers’ perspectives to implement mentioned applications in their daily tasks. This article enables researchers to directly find the research gaps in the developed solutions and develop more workable applications to bridge revealed gaps. Accordingly, this will be reflected in speeding the digital construction transformation, a strategy worldwide. This article is the first to adopt a structured technique to assess deep learning-based construction site management applications to enable researchers/practitioners to either adopt these applications in their projects or conduct further research to extend developed solutions and bridge revealed knowledge gaps.","['Engineering', 'Building Construction and Design', 'Cyber-physical systems, IoT', 'Professional Computing', 'Construction Management']",the digital construction transformation requires utilising emerging digital technology such as deep learning to automate implementing tasks therefore this article evaluates the current state of utilising deep learning in the construction management tasks to enable researchers to determine the capabilities of current solutions and find research gaps to carry out more research to bridge revealed knowledge and practice gaps first the scientometric analysis is conducted for  articles to assess the density of publications on different topics of deep learningbased construction management applications after that a thematic and gap analysis is conducted to analyse the contributions and limitations of key published articles in each area of application the scientometric analysis indicates four main applications of deep learning in construction management: automating progress monitoring automating safety warning for workers managing construction equipment and integrating iot with deep learning to collect data from the site automatically the thematic and gap analysis refers to many successful cases of deep learning in automating site management tasks however more validations are recommended to test developed solutions as well as additional research is required to consider practitioners and workers perspectives to implement mentioned applications in their daily tasks this article enables researchers to directly find the research gaps in the developed solutions and develop more workable applications to bridge revealed gaps accordingly this will be reflected in speeding the digital construction transformation a strategy worldwide this article is the first to adopt a structured technique to assess deep learningbased construction site management applications to enable researcherspractitioners to either adopt these applications in their projects or conduct further research to extend developed solutions and bridge revealed knowledge gaps,the digital construction transformation requires utilising emerging digital technology to automate implementing tasks therefore this article evaluates the current state of utilising deep learning in the construction management tasks to enable researchers to determine the capabilities of current solutions and find research gaps first the scientometric,"['automating' 'automating progress monitoring'
 'automating site management tasks' 'bridge' 'construction management'
 'deep learning' 'digital' 'digital construction transformation'
 'gap analysis' 'iot' 'knowledge gaps' 'research gaps' 'safety warning'
 'scientometric analysis' 'site management' 'structured technique'
 'transformation' 'validations']",the digital construction transformation requires utilising emerging digital technology to automate implementing tasks therefore this article evaluates the current state of utilising deep learning in the construction management tasks to enable researchers to determine the capabilities of current solutions and find research gaps first the scientometric
doi:10.1007/978-3-031-18154-2_5,en,Third Trimester and Artificial Intelligence,OriginalPaper,"The aim of this chapter is to show how artificial intelligence can be applied in monitoring the wellbeing of the third trimester fetus. At this stage in pregnancy preterm labor can occur, hence it is important to discover, know, and monitor the risk factors that might lead to it. We shall see whether Artificial Intelligence can lend a helping hand in predicting preterm labor, enabling doctor to find means to stop it.","['Engineering', 'Computational Intelligence', 'Artificial Intelligence', 'Gynecology', 'Obstetrics/Perinatology/Midwifery', 'Machine Learning']",the aim of this chapter is to show how artificial intelligence can be applied in monitoring the wellbeing of the third trimester fetus at this stage in pregnancy preterm labor can occur hence it is important to discover know and monitor the risk factors that might lead to it we shall see whether artificial intelligence can lend a helping hand in predicting preterm labor enabling doctor to find means to stop it,"in this chapter , we discuss how artificial intelligence can be applied in monitoring the wellbeing of the third trimester at this stage in pregnancy preterm labor .","['artificial intelligence' 'pregnancy preterm labor' 'risk factors'
 'trimester fetus']",in this chapter  we discuss how artificial intelligence can be applied in monitoring the wellbeing of the third trimester at this stage in pregnancy preterm labor 
