titulo,abstract,clase_pri,clase_otr
A Differentiable Programming System to Bridge Machine Learning and Scientific Computing,"  Scientific computing is increasingly incorporating the advancements in
machine learning and the ability to work with large amounts of data. At the
same time, machine learning models are becoming increasingly sophisticated and
exhibit many features often seen in scientific computing, stressing the
capabilities of machine learning frameworks. Just as the disciplines of
scientific computing and machine learning have shared common underlying
infrastructure in the form of numerical linear algebra, we now have the
opportunity to further share new computational infrastructure, and thus ideas,
in the form of Differentiable Programming. We describe Zygote, a Differentiable
Programming system that is able to take gradients of general program
structures. We implement this system in the Julia programming language. Our
system supports almost all language constructs (control flow, recursion,
mutation, etc.) and compiles high-performance code without requiring any user
intervention or refactoring to stage computations. This enables an expressive
programming model for deep learning, but more importantly, it enables us to
incorporate a large ecosystem of libraries in our models in a straightforward
way. We discuss our approach to automatic differentiation, including its
support for advanced techniques such as mixed-mode, complex and checkpointed
differentiation, and present several examples of differentiating programs.

    ",Programming Languages (cs.PL),; Machine Learning (cs.LG)
Tensor Comprehensions: Framework-Agnostic High-Performance Machine Learning Abstractions,"  Deep learning models with convolutional and recurrent networks are now
ubiquitous and analyze massive amounts of audio, image, video, text and graph
data, with applications in automatic translation, speech-to-text, scene
understanding, ranking user preferences, ad placement, etc. Competing
frameworks for building these networks such as TensorFlow, Chainer, CNTK,
Torch/PyTorch, Caffe1/2, MXNet and Theano, explore different tradeoffs between
usability and expressiveness, research or production orientation and supported
hardware. They operate on a DAG of computational operators, wrapping
high-performance libraries such as CUDNN (for NVIDIA GPUs) or NNPACK (for
various CPUs), and automate memory allocation, synchronization, distribution.
Custom operators are needed where the computation does not fit existing
high-performance library calls, usually at a high engineering cost. This is
frequently required when new operators are invented by researchers: such
operators suffer a severe performance penalty, which limits the pace of
innovation. Furthermore, even if there is an existing runtime call these
frameworks can use, it often doesn't offer optimal performance for a user's
particular network architecture and dataset, missing optimizations between
operators as well as optimizations that can be done knowing the size and shape
of data. Our contributions include (1) a language close to the mathematics of
deep learning called Tensor Comprehensions, (2) a polyhedral Just-In-Time
compiler to convert a mathematical description of a deep learning DAG into a
CUDA kernel with delegated memory management and synchronization, also
providing optimizations such as operator fusion and specialization for specific
sizes, (3) a compilation cache populated by an autotuner. [Abstract cutoff]

    ",Programming Languages (cs.PL),; Machine Learning (cs.LG)
6G White Paper on Machine Learning in Wireless Communication Networks,"  The focus of this white paper is on machine learning (ML) in wireless
communications. 6G wireless communication networks will be the backbone of the
digital transformation of societies by providing ubiquitous, reliable, and
near-instant wireless connectivity for humans and machines. Recent advances in
ML research has led enable a wide range of novel technologies such as
self-driving vehicles and voice assistants. Such innovation is possible as a
result of the availability of advanced ML models, large datasets, and high
computational power. On the other hand, the ever-increasing demand for
connectivity will require a lot of innovation in 6G wireless networks, and ML
tools will play a major role in solving problems in the wireless domain. In
this paper, we provide an overview of the vision of how ML will impact the
wireless communication systems. We first give an overview of the ML methods
that have the highest potential to be used in wireless networks. Then, we
discuss the problems that can be solved by using ML in various layers of the
network such as the physical layer, medium access layer, and application layer.
Zero-touch optimization of wireless networks using ML is another interesting
aspect that is discussed in this paper. Finally, at the end of each section,
important research questions that the section aims to answer are presented.

    ",Information Theory (cs.IT),; Signal Processing (eess.SP)
CodeXGLUE: A Machine Learning Benchmark Dataset for Code Understanding and Generation,"  Benchmark datasets have a significant impact on accelerating research in
programming language tasks. In this paper, we introduce CodeXGLUE, a benchmark
dataset to foster machine learning research for program understanding and
generation. CodeXGLUE includes a collection of 10 tasks across 14 datasets and
a platform for model evaluation and comparison. CodeXGLUE also features three
baseline systems, including the BERT-style, GPT-style, and Encoder-Decoder
models, to make it easy for researchers to use the platform. The availability
of such data and baselines can help the development and validation of new
methods that can be applied to various program understanding and generation
problems.

    ",Software Engineering (cs.SE),; Computation and Language (cs.CL)
"Twitter Sentiment Analysis: Lexicon Method, Machine Learning Method and Their Combination","  This paper covers the two approaches for sentiment analysis: i) lexicon based
method; ii) machine learning method. We describe several techniques to
implement these approaches and discuss how they can be adopted for sentiment
classification of Twitter messages. We present a comparative study of different
lexicon combinations and show that enhancing sentiment lexicons with emoticons,
abbreviations and social-media slang expressions increases the accuracy of
lexicon-based classification for Twitter. We discuss the importance of feature
generation and feature selection processes for machine learning sentiment
classification. To quantify the performance of the main sentiment analysis
methods over Twitter we run these algorithms on a benchmark Twitter dataset
from the SemEval-2013 competition, task 2-B. The results show that machine
learning method based on SVM and Naive Bayes classifiers outperforms the
lexicon method. We present a new ensemble method that uses a lexicon based
sentiment score as input feature for the machine learning approach. The
combined method proved to produce more precise classifications. We also show
that employing a cost-sensitive classifier for highly unbalanced datasets
yields an improvement of sentiment classification performance up to 7%.

    ",Computation and Language (cs.CL),; Information Retrieval (cs.IR); Machine Learning (cs.LG); Methodology (stat.ME); Machine Learning (stat.ML)
sktime: A Unified Interface for Machine Learning with Time Series,"  We present sktime -- a new scikit-learn compatible Python library with a
unified interface for machine learning with time series. Time series data gives
rise to various distinct but closely related learning tasks, such as
forecasting and time series classification, many of which can be solved by
reducing them to related simpler tasks. We discuss the main rationale for
creating a unified interface, including reduction, as well as the design of
sktime's core API, supported by a clear overview of common time series tasks
and reduction approaches.

    ",Machine Learning (cs.LG),; Machine Learning (stat.ML)
Troubling Trends in Machine Learning Scholarship,"  Collectively, machine learning (ML) researchers are engaged in the creation
and dissemination of knowledge about data-driven algorithms. In a given paper,
researchers might aspire to any subset of the following goals, among others: to
theoretically characterize what is learnable, to obtain understanding through
empirically rigorous experiments, or to build a working system that has high
predictive accuracy. While determining which knowledge warrants inquiry may be
subjective, once the topic is fixed, papers are most valuable to the community
when they act in service of the reader, creating foundational knowledge and
communicating as clearly as possible.
",Machine Learning (stat.ML),; Artificial Intelligence (cs.AI); Machine Learning (cs.LG)
Introduction to Tensor Decompositions and their Applications in Machine Learning,"  Tensors are multidimensional arrays of numerical values and therefore
generalize matrices to multiple dimensions. While tensors first emerged in the
psychometrics community in the $20^{\text{th}}$ century, they have since then
spread to numerous other disciplines, including machine learning. Tensors and
their decompositions are especially beneficial in unsupervised learning
settings, but are gaining popularity in other sub-disciplines like temporal and
multi-relational data analysis, too.
",Machine Learning (stat.ML),; Machine Learning (cs.LG)
Comparing BERT against traditional machine learning text classification,"  The BERT model has arisen as a popular state-of-the-art machine learning
model in the recent years that is able to cope with multiple NLP tasks such as
supervised text classification without human supervision. Its flexibility to
cope with any type of corpus delivering great results has make this approach
very popular not only in academia but also in the industry. Although, there are
lots of different approaches that have been used throughout the years with
success. In this work, we first present BERT and include a little review on
classical NLP approaches. Then, we empirically test with a suite of experiments
dealing different scenarios the behaviour of BERT against the traditional
TF-IDF vocabulary fed to machine learning algorithms. Our purpose of this work
is to add empirical evidence to support or refuse the use of BERT as a default
on NLP tasks. Experiments show the superiority of BERT and its independence of
features of the NLP problem such as the language of the text adding empirical
evidence to use BERT as a default technique to be used in NLP problems.

    ",Computation and Language (cs.CL),; Machine Learning (cs.LG); Machine Learning (stat.ML)
Machine Teaching: A New Paradigm for Building Machine Learning Systems,"  The current processes for building machine learning systems require
practitioners with deep knowledge of machine learning. This significantly
limits the number of machine learning systems that can be created and has led
to a mismatch between the demand for machine learning systems and the ability
for organizations to build them. We believe that in order to meet this growing
demand for machine learning systems we must significantly increase the number
of individuals that can teach machines. We postulate that we can achieve this
goal by making the process of teaching machines easy, fast and above all,
universally accessible.
",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI); Human-Computer Interaction (cs.HC); Software Engineering (cs.SE); Machine Learning (stat.ML)
Trident: Efficient 4PC Framework for Privacy Preserving Machine Learning,"  Machine learning has started to be deployed in fields such as healthcare and
finance, which propelled the need for and growth of privacy-preserving machine
learning (PPML). We propose an actively secure four-party protocol (4PC), and a
framework for PPML, showcasing its applications on four of the most
widely-known machine learning algorithms -- Linear Regression, Logistic
Regression, Neural Networks, and Convolutional Neural Networks. Our 4PC
protocol tolerating at most one malicious corruption is practically efficient
as compared to the existing works. We use the protocol to build an efficient
mixed-world framework (Trident) to switch between the Arithmetic, Boolean, and
Garbled worlds. Our framework operates in the offline-online paradigm over
rings and is instantiated in an outsourced setting for machine learning. Also,
we propose conversions especially relevant to privacy-preserving machine
learning. The highlights of our framework include using a minimal number of
expensive circuits overall as compared to ABY3. This can be seen in our
technique for truncation, which does not affect the online cost of
multiplication and removes the need for any circuits in the offline phase. Our
B2A conversion has an improvement of $\mathbf{7} \times$ in rounds and
$\mathbf{18} \times$ in the communication complexity. The practicality of our
framework is argued through improvements in the benchmarking of the
aforementioned algorithms when compared with ABY3. All the protocols are
implemented over a 64-bit ring in both LAN and WAN settings. Our improvements
go up to $\mathbf{187} \times$ for the training phase and $\mathbf{158} \times$
for the prediction phase when observed over LAN and WAN.

    ",Machine Learning (cs.LG),; Cryptography and Security (cs.CR); Machine Learning (stat.ML)
Detection of Unauthorized IoT Devices Using Machine Learning Techniques,"  Security experts have demonstrated numerous risks imposed by Internet of
Things (IoT) devices on organizations. Due to the widespread adoption of such
devices, their diversity, standardization obstacles, and inherent mobility,
organizations require an intelligent mechanism capable of automatically
detecting suspicious IoT devices connected to their networks. In particular,
devices not included in a white list of trustworthy IoT device types (allowed
to be used within the organizational premises) should be detected. In this
research, Random Forest, a supervised machine learning algorithm, was applied
to features extracted from network traffic data with the aim of accurately
identifying IoT device types from the white list. To train and evaluate
multi-class classifiers, we collected and manually labeled network traffic data
from 17 distinct IoT devices, representing nine types of IoT devices. Based on
the classification of 20 consecutive sessions and the use of majority rule, IoT
device types that are not on the white list were correctly detected as unknown
in 96% of test cases (on average), and white listed device types were correctly
classified by their actual types in 99% of cases. Some IoT device types were
identified quicker than others (e.g., sockets and thermostats were successfully
detected within five TCP sessions of connecting to the network). Perfect
detection of unauthorized IoT device types was achieved upon analyzing 110
consecutive sessions; perfect classification of white listed types required 346
consecutive sessions, 110 of which resulted in 99.49% accuracy. Further
experiments demonstrated the successful applicability of classifiers trained in
one location and tested on another. In addition, a discussion is provided
regarding the resilience of our machine learning-based IoT white listing method
to adversarial attacks.

    ",Cryptography and Security (cs.CR),; Computer Vision and Pattern Recognition (cs.CV)
OGB-LSC: A Large-Scale Challenge for Machine Learning on Graphs,"  Enabling effective and efficient machine learning (ML) over large-scale graph
data (e.g., graphs with billions of edges) can have a great impact on both
industrial and scientific applications. However, existing efforts to advance
large-scale graph ML have been largely limited by the lack of a suitable public
benchmark. Here we present OGB Large-Scale Challenge (OGB-LSC), a collection of
three real-world datasets for facilitating the advancements in large-scale
graph ML. The OGB-LSC datasets are orders of magnitude larger than existing
ones, covering three core graph learning tasks -- link prediction, graph
regression, and node classification. Furthermore, we provide dedicated baseline
experiments, scaling up expressive graph ML models to the massive datasets. We
show that expressive models significantly outperform simple scalable baselines,
indicating an opportunity for dedicated efforts to further improve graph ML at
scale. Moreover, OGB-LSC datasets were deployed at ACM KDD Cup 2021 and
attracted more than 500 team registrations globally, during which significant
performance improvements were made by a variety of innovative techniques. We
summarize the common techniques used by the winning solutions and highlight the
current best practices in large-scale graph ML. Finally, we describe how we
have updated the datasets after the KDD Cup to further facilitate research
advances. The OGB-LSC datasets, baseline code, and all the information about
the KDD Cup are available at ",Machine Learning (cs.LG),
Interpretable to Whom? A Role-based Model for Analyzing Interpretable Machine Learning Systems,"  Several researchers have argued that a machine learning system's
interpretability should be defined in relation to a specific agent or task: we
should not ask if the system is interpretable, but to whom is it interpretable.
We describe a model intended to help answer this question, by identifying
different roles that agents can fulfill in relation to the machine learning
system. We illustrate the use of our model in a variety of scenarios, exploring
how an agent's role influences its goals, and the implications for defining
interpretability. Finally, we make suggestions for how our model could be
useful to interpretability researchers, system developers, and regulatory
bodies auditing machine learning systems.

    ",Artificial Intelligence (cs.AI),
On Formalizing Fairness in Prediction with Machine Learning,"  Machine learning algorithms for prediction are increasingly being used in
critical decisions affecting human lives. Various fairness formalizations, with
no firm consensus yet, are employed to prevent such algorithms from
systematically discriminating against people based on certain attributes
protected by law. The aim of this article is to survey how fairness is
formalized in the machine learning literature for the task of prediction and
present these formalizations with their corresponding notions of distributive
justice from the social sciences literature. We provide theoretical as well as
empirical critiques of these notions from the social sciences literature and
explain how these critiques limit the suitability of the corresponding fairness
formalizations to certain domains. We also suggest two notions of distributive
justice which address some of these critiques and discuss avenues for
prospective fairness formalizations.

    ",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI); Machine Learning (stat.ML)
bartMachine: Machine Learning with Bayesian Additive Regression Trees,"  We present a new package in R implementing Bayesian additive regression trees
(BART). The package introduces many new features for data analysis using BART
such as variable selection, interaction detection, model diagnostic plots,
incorporation of missing data and the ability to save trees for future
prediction. It is significantly faster than the current R implementation,
parallelized, and capable of handling both large sample sizes and
high-dimensional data.

    ",Machine Learning (stat.ML),; Machine Learning (cs.LG)
Machine Learning for Precipitation Nowcasting from Radar Images,"  High-resolution nowcasting is an essential tool needed for effective
adaptation to climate change, particularly for extreme weather. As Deep
Learning (DL) techniques have shown dramatic promise in many domains, including
the geosciences, we present an application of DL to the problem of
precipitation nowcasting, i.e., high-resolution (1 km x 1 km) short-term (1
hour) predictions of precipitation. We treat forecasting as an image-to-image
translation problem and leverage the power of the ubiquitous UNET convolutional
neural network. We find this performs favorably when compared to three commonly
used models: optical flow, persistence and NOAA's numerical one-hour HRRR
nowcasting prediction.

    ",Computer Vision and Pattern Recognition (cs.CV),; Machine Learning (cs.LG); Machine Learning (stat.ML)
Supervised quantum machine learning models are kernel methods,"  With near-term quantum devices available and the race for fault-tolerant
quantum computers in full swing, researchers became interested in the question
of what happens if we replace a supervised machine learning model with a
quantum circuit. While such ""quantum models"" are sometimes called ""quantum
neural networks"", it has been repeatedly noted that their mathematical
structure is actually much more closely related to kernel methods: they analyse
data in high-dimensional Hilbert spaces to which we only have access through
inner products revealed by measurements. This technical manuscript summarises
and extends the idea of systematically rephrasing supervised quantum models as
a kernel method. With this, a lot of near-term and fault-tolerant quantum
models can be replaced by a general support vector machine whose kernel
computes distances between data-encoding quantum states. Kernel-based training
is then guaranteed to find better or equally good quantum models than
variational circuit training. Overall, the kernel perspective of quantum
machine learning tells us that the way that data is encoded into quantum states
is the main ingredient that can potentially set quantum models apart from
classical machine learning models.

    ",Quantum Physics (quant-ph),; Machine Learning (stat.ML)
Unsupervised machine learning and band topology,"  The study of topological bandstructures is an active area of research in
condensed matter physics and beyond. Here, we combine recent progress in this
field with developments in machine-learning, another rising topic of interest.
Specifically, we introduce an unsupervised machine-learning approach that
searches for and retrieves paths of adiabatic deformations between
Hamiltonians, thereby clustering them according to their topological
properties. The algorithm is general as it does not rely on a specific
parameterization of the Hamiltonian and is readily applicable to any symmetry
class. We demonstrate the approach using several different models in both one
and two spatial dimensions and for different symmetry classes with and without
crystalline symmetries. Accordingly, it is also shown how trivial and
topological phases can be diagnosed upon comparing with a generally designated
set of trivial atomic insulators.

    ",Mesoscale and Nanoscale Physics (cond-mat.mes-hall),; Strongly Correlated Electrons (cond-mat.str-el); Computational Physics (physics.comp-ph)
Certified Data Removal from Machine Learning Models,"  Good data stewardship requires removal of data at the request of the data's
owner. This raises the question if and how a trained machine-learning model,
which implicitly stores information about its training data, should be affected
by such a removal request. Is it possible to ""remove"" data from a
machine-learning model? We study this problem by defining certified removal: a
very strong theoretical guarantee that a model from which data is removed
cannot be distinguished from a model that never observed the data to begin
with. We develop a certified-removal mechanism for linear classifiers and
empirically study learning settings in which this mechanism is practical.

    ",Machine Learning (cs.LG),; Machine Learning (stat.ML)
How do Humans Understand Explanations from Machine Learning Systems? An Evaluation of the Human-Interpretability of Explanation,"  Recent years have seen a boom in interest in machine learning systems that
can provide a human-understandable rationale for their predictions or
decisions. However, exactly what kinds of explanation are truly
human-interpretable remains poorly understood. This work advances our
understanding of what makes explanations interpretable in the specific context
of verification. Suppose we have a machine learning system that predicts X, and
we provide rationale for this prediction X. Given an input, an explanation, and
an output, is the output consistent with the input and the supposed rationale?
Via a series of user-studies, we identify what kinds of increases in complexity
have the greatest effect on the time it takes for humans to verify the
rationale, and which seem relatively insensitive.

    ",Artificial Intelligence (cs.AI),
Automated Machine Learning: State-of-The-Art and Open Challenges,"  With the continuous and vast increase in the amount of data in our digital
world, it has been acknowledged that the number of knowledgeable data
scientists can not scale to address these challenges. Thus, there was a crucial
need for automating the process of building good machine learning models. In
the last few years, several techniques and frameworks have been introduced to
tackle the challenge of automating the process of Combined Algorithm Selection
and Hyper-parameter tuning (CASH) in the machine learning domain. The main aim
of these techniques is to reduce the role of the human in the loop and fill the
gap for non-expert machine learning users by playing the role of the domain
expert.
",Machine Learning (cs.LG),; Machine Learning (stat.ML)
Chiron: Privacy-preserving Machine Learning as a Service,"  Major cloud operators offer machine learning (ML) as a service, enabling
customers who have the data but not ML expertise or infrastructure to train
predictive models on this data. Existing ML-as-a-service platforms require
users to reveal all training data to the service operator. We design,
implement, and evaluate Chiron, a system for privacy-preserving machine
learning as a service. First, Chiron conceals the training data from the
service operator. Second, in keeping with how many existing ML-as-a-service
platforms work, Chiron reveals neither the training algorithm nor the model
structure to the user, providing only black-box access to the trained model.
Chiron is implemented using SGX enclaves, but SGX alone does not achieve the
dual goals of data privacy and model confidentiality. Chiron runs the standard
ML training toolchain (including the popular Theano framework and C compiler)
in an enclave, but the untrusted model-creation code from the service operator
is further confined in a Ryoan sandbox to prevent it from leaking the training
data outside the enclave. To support distributed training, Chiron executes
multiple concurrent enclaves that exchange model parameters via a parameter
server. We evaluate Chiron on popular deep learning models, focusing on
benchmark image classification tasks such as CIFAR and ImageNet, and show that
its training performance and accuracy of the resulting models are practical for
common uses of ML-as-a-service.

    ",Cryptography and Security (cs.CR),
An Overview of Melanoma Detection in Dermoscopy Images Using Image Processing and Machine Learning,"  The incidence of malignant melanoma continues to increase worldwide. This
cancer can strike at any age; it is one of the leading causes of loss of life
in young persons. Since this cancer is visible on the skin, it is potentially
detectable at a very early stage when it is curable. New developments have
converged to make fully automatic early melanoma detection a real possibility.
First, the advent of dermoscopy has enabled a dramatic boost in clinical
diagnostic ability to the point that melanoma can be detected in the clinic at
the very earliest stages. The global adoption of this technology has allowed
accumulation of large collections of dermoscopy images of melanomas and benign
lesions validated by histopathology. The development of advanced technologies
in the areas of image processing and machine learning have given us the ability
to allow distinction of malignant melanoma from the many benign mimics that
require no biopsy. These new technologies should allow not only earlier
detection of melanoma, but also reduction of the large number of needless and
costly biopsy procedures. Although some of the new systems reported for these
technologies have shown promise in preliminary trials, widespread
implementation must await further technical progress in accuracy and
reproducibility. In this paper, we provide an overview of computerized
detection of melanoma in dermoscopy images. First, we discuss the various
aspects of lesion segmentation. Then, we provide a brief overview of clinical
feature segmentation. Finally, we discuss the classification stage where
machine learning algorithms are applied to the attributes generated from the
segmented features to predict the existence of melanoma.

    ",Computer Vision and Pattern Recognition (cs.CV),; Machine Learning (stat.ML)
Automated Classification of L/R Hand Movement EEG Signals using Advanced Feature Extraction and Machine Learning,"  In this paper, we propose an automated computer platform for the purpose of
classifying Electroencephalography (EEG) signals associated with left and right
hand movements using a hybrid system that uses advanced feature extraction
techniques and machine learning algorithms. It is known that EEG represents the
brain activity by the electrical voltage fluctuations along the scalp, and
Brain-Computer Interface (BCI) is a device that enables the use of the brain
neural activity to communicate with others or to control machines, artificial
limbs, or robots without direct physical movements. In our research work, we
aspired to find the best feature extraction method that enables the
differentiation between left and right executed fist movements through various
classification algorithms. The EEG dataset used in this research was created
and contributed to PhysioNet by the developers of the BCI2000 instrumentation
system. Data was preprocessed using the EEGLAB MATLAB toolbox and artifacts
removal was done using AAR. Data was epoched on the basis of Event-Related (De)
Synchronization (ERD/ERS) and movement-related cortical potentials (MRCP)
features. Mu/beta rhythms were isolated for the ERD/ERS analysis and delta
rhythms were isolated for the MRCP analysis. The Independent Component Analysis
(ICA) spatial filter was applied on related channels for noise reduction and
isolation of both artifactually and neutrally generated EEG sources. The final
feature vector included the ERD, ERS, and MRCP features in addition to the
mean, power and energy of the activations of the resulting independent
components of the epoched feature datasets. The datasets were inputted into two
machine-learning algorithms: Neural Networks (NNs) and Support Vector Machines
(SVMs). Intensive experiments were carried out and optimum classification
performances of 89.8 and 97.1 were obtained using NN and SVM, respectively.

    ",Neural and Evolutionary Computing (cs.NE),; Computer Vision and Pattern Recognition (cs.CV); Human-Computer Interaction (cs.HC)
Learning to Evade Static PE Machine Learning Malware Models via Reinforcement Learning,"  Machine learning is a popular approach to signatureless malware detection
because it can generalize to never-before-seen malware families and polymorphic
strains. This has resulted in its practical use for either primary detection
engines or for supplementary heuristic detection by anti-malware vendors.
Recent work in adversarial machine learning has shown that deep learning models
are susceptible to gradient-based attacks, whereas non-differentiable models
that report a score can be attacked by genetic algorithms that aim to
systematically reduce the score. We propose a more general framework based on
reinforcement learning (RL) for attacking static portable executable (PE)
anti-malware engines. The general framework does not require a differentiable
model nor does it require the engine to produce a score. Instead, an RL agent
is equipped with a set of functionality-preserving operations that it may
perform on the PE file. Through a series of games played against the
anti-malware engine, it learns which sequences of operations are likely to
result in evading the detector for any given malware sample. This enables
completely black-box attacks against static PE anti-malware, and produces
functional evasive malware samples as a direct result. We show in experiments
that our method can attack a gradient-boosted machine learning model with
evasion rates that are substantial and appear to be strongly dependent on the
dataset. We demonstrate that attacks against this model appear to also evade
components of publicly hosted antivirus engines. Adversarial training results
are also presented: by retraining the model on evasive ransomware samples, a
subsequent attack is 33% less effective. However, there are overfitting dangers
when adversarial training, which we note. We release code to allow researchers
to reproduce and improve this approach.

    ",Cryptography and Security (cs.CR),
BLAZE: Blazing Fast Privacy-Preserving Machine Learning,"  Machine learning tools have illustrated their potential in many significant
sectors such as healthcare and finance, to aide in deriving useful inferences.
The sensitive and confidential nature of the data, in such sectors, raise
natural concerns for the privacy of data. This motivated the area of
Privacy-preserving Machine Learning (PPML) where privacy of the data is
guaranteed. Typically, ML techniques require large computing power, which leads
clients with limited infrastructure to rely on the method of Secure Outsourced
Computation (SOC). In SOC setting, the computation is outsourced to a set of
specialized and powerful cloud servers and the service is availed on a
pay-per-use basis. In this work, we explore PPML techniques in the SOC setting
for widely used ML algorithms-- Linear Regression, Logistic Regression, and
Neural Networks.
",Cryptography and Security (cs.CR),; Machine Learning (cs.LG)
Bringing the People Back In: Contesting Benchmark Machine Learning Datasets,"  In response to algorithmic unfairness embedded in sociotechnical systems,
significant attention has been focused on the contents of machine learning
datasets which have revealed biases towards white, cisgender, male, and Western
data subjects. In contrast, comparatively less attention has been paid to the
histories, values, and norms embedded in such datasets. In this work, we
outline a research program - a genealogy of machine learning data - for
investigating how and why these datasets have been created, what and whose
values influence the choices of data to collect, the contextual and contingent
conditions of their creation. We describe the ways in which benchmark datasets
in machine learning operate as infrastructure and pose four research questions
for these datasets. This interrogation forces us to ""bring the people back in""
by aiding us in understanding the labor embedded in dataset construction, and
thereby presenting new avenues of contestation for other researchers
encountering the data.

    ",Computers and Society (cs.CY),
Detecting Hate Speech and Offensive Language on Twitter using Machine Learning: An N-gram and TFIDF based Approach,"  Toxic online content has become a major issue in today's world due to an
exponential increase in the use of internet by people of different cultures and
educational background. Differentiating hate speech and offensive language is a
key challenge in automatic detection of toxic text content. In this paper, we
propose an approach to automatically classify tweets on Twitter into three
classes: hateful, offensive and clean. Using Twitter dataset, we perform
experiments considering n-grams as features and passing their term
frequency-inverse document frequency (TFIDF) values to multiple machine
learning models. We perform comparative analysis of the models considering
several values of n in n-grams and TFIDF normalization methods. After tuning
the model giving the best results, we achieve 95.6% accuracy upon evaluating it
on test data. We also create a module which serves as an intermediate between
user and Twitter.

    ",Computation and Language (cs.CL),
Participation is not a Design Fix for Machine Learning,"  This paper critically examines existing modes of participation in design
practice and machine learning. Cautioning against 'participation-washing', it
suggests that the ML community must become attuned to possibly exploitative and
extractive forms of community involvement and shift away from the prerogatives
of context-independent scalability.

    ",Computers and Society (cs.CY),; Machine Learning (cs.LG)
A Time Series Analysis-Based Stock Price Prediction Using Machine Learning and Deep Learning Models,"  Prediction of future movement of stock prices has always been a challenging
task for the researchers. While the advocates of the efficient market
hypothesis (EMH) believe that it is impossible to design any predictive
framework that can accurately predict the movement of stock prices, there are
seminal work in the literature that have clearly demonstrated that the
seemingly random movement patterns in the time series of a stock price can be
predicted with a high level of accuracy. Design of such predictive models
requires choice of appropriate variables, right transformation methods of the
variables, and tuning of the parameters of the models. In this work, we present
a very robust and accurate framework of stock price prediction that consists of
an agglomeration of statistical, machine learning and deep learning models. We
use the daily stock price data, collected at five minutes interval of time, of
a very well known company that is listed in the National Stock Exchange (NSE)
of India. The granular data is aggregated into three slots in a day, and the
aggregated data is used for building and training the forecasting models. We
contend that the agglomerative approach of model building that uses a
combination of statistical, machine learning, and deep learning approaches, can
very effectively learn from the volatile and random movement patterns in a
stock price data. We build eight classification and eight regression models
based on statistical and machine learning approaches. In addition to these
models, a deep learning regression model using a long-and-short-term memory
(LSTM) network is also built. Extensive results have been presented on the
performance of these models, and the results are critically analyzed.

    ",Statistical Finance (q-fin.ST),; Machine Learning (cs.LG); Machine Learning (stat.ML)
TorchCraft: a Library for Machine Learning Research on Real-Time Strategy Games,"  We present TorchCraft, a library that enables deep learning research on
Real-Time Strategy (RTS) games such as StarCraft: Brood War, by making it
easier to control these games from a machine learning framework, here Torch.
This white paper argues for using RTS games as a benchmark for AI research, and
describes the design and components of TorchCraft.

    ",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI)
Analysis of the COVID-19 pandemic by SIR model and machine learning technics for forecasting,"  This work is a trial in which we propose SIR model and machine learning tools
to analyze the coronavirus pandemic in the real world. Based on the public data
from \cite{datahub}, we estimate main key pandemic parameters and make
predictions on the inflection point and possible ending time for the real world
and specifically for Senegal. The coronavirus disease 2019, by World Health
Organization, rapidly spread out in the whole China and then in the whole
world. Under optimistic estimation, the pandemic in some countries will end
soon, while for most part of countries in the world (US, Italy, etc.), the hit
of anti-pandemic will be no later than the end of April.

    ",Populations and Evolution (q-bio.PE),; Optimization and Control (math.OC); Machine Learning (stat.ML)
Therapeutics Data Commons: Machine Learning Datasets and Tasks for Drug Discovery and Development,"  Therapeutics machine learning is an emerging field with incredible
opportunities for innovatiaon and impact. However, advancement in this field
requires formulation of meaningful learning tasks and careful curation of
datasets. Here, we introduce Therapeutics Data Commons (TDC), the first
unifying platform to systematically access and evaluate machine learning across
the entire range of therapeutics. To date, TDC includes 66 AI-ready datasets
spread across 22 learning tasks and spanning the discovery and development of
safe and effective medicines. TDC also provides an ecosystem of tools and
community resources, including 33 data functions and types of meaningful data
splits, 23 strategies for systematic model evaluation, 17 molecule generation
oracles, and 29 public leaderboards. All resources are integrated and
accessible via an open Python library. We carry out extensive experiments on
selected datasets, demonstrating that even the strongest algorithms fall short
of solving key therapeutics challenges, including real dataset distributional
shifts, multi-scale modeling of heterogeneous data, and robust generalization
to novel data points. We envision that TDC can facilitate algorithmic and
scientific advances and considerably accelerate machine-learning model
development, validation and transition into biomedical and clinical
implementation. TDC is an open-science initiative available at
",Machine Learning (cs.LG),; Computers and Society (cs.CY); Biomolecules (q-bio.BM); Quantitative Methods (q-bio.QM)
