_id,titulo_2,titulo,distance
63ce8ac08f92600d40430595,Three-Stream Convolutional Neural Network for Human Fall Detection,Robots Understanding Contextual Information in Human-Centered Environments Using Weakly Supervised Mask Data Distillation,0.5331279039
63ce8ac88f92600d404305f2,Three-Stream Convolutional Neural Network for Human Fall Detection,MAN and CAT: mix attention to nn and concatenate attention to YOLO,0.5380333364
63ce8b098f92600d40430831,Features as Keypoints and How Fuzzy Transforms Retrieve Them,Deep unfolding multi-scale regularizer network for image denoising,0.6523112953
63ce8b0b8f92600d4043084d,Features as Keypoints and How Fuzzy Transforms Retrieve Them,Features as Keypoints and How Fuzzy Transforms Retrieve Them,2.9999999404
63ce8b1e8f92600d40430921,Features as Keypoints and How Fuzzy Transforms Retrieve Them,Weakly-supervised object localization with gradient-pyramid feature,0.5912469625
63ce8b278f92600d40430982,Features as Keypoints and How Fuzzy Transforms Retrieve Them,DATaR: Depth Augmented Target Redetection using Kernelized Correlation Filter,0.5663297996
63ce8b2d8f92600d404309c4,Features as Keypoints and How Fuzzy Transforms Retrieve Them,Two-channel deep recursive multi-scale network based on multi-attention for no-reference image quality assessment,0.6754556149
63ce8b398f92600d40430a07,A Survey on Recent Deep Learning Architectures,A Survey on Recent Deep Learning Architectures,3.0000001788
63ce8b4f8f92600d40430af8,A Survey on Recent Deep Learning Architectures,Sample hardness guided softmax loss for face recognition,0.5329963863
63ce8b968f92600d40430d79,Detection of Acute Inflammation of Urinary Bladder and Acute Nephritis of Renal Pelvis Origin Using Artificial Neural Network,Detection of Acute Inflammation of Urinary Bladder and Acute Nephritis of Renal Pelvis Origin Using Artificial Neural Network,2.9999998808
63ce8b9b8f92600d40430dae,Detection of Acute Inflammation of Urinary Bladder and Acute Nephritis of Renal Pelvis Origin Using Artificial Neural Network,A fuzzy control system for decision-making about fungicide applications against grape downy mildew,0.7082948759
63ce8baa8f92600d40430e58,Detection of Acute Inflammation of Urinary Bladder and Acute Nephritis of Renal Pelvis Origin Using Artificial Neural Network,Artificial Inteligence Methods in the Problems of Drug Side-Effects,0.5061713755
63ce8bc58f92600d40430f32,Audio-visual combination of syllables involves time-sensitive dynamics following from fusion failure,Audio-visual combination of syllables involves time-sensitive dynamics following from fusion failure,2.9999998808
63ce8c238f92600d404312a2,A Study on Fight Against COVID-19 from Latest Technological Intervention,A Study on Fight Against COVID-19 from Latest Technological Intervention,2.9999998212
63ce8c318f92600d40431341,A Study on Fight Against COVID-19 from Latest Technological Intervention,Deep learning imaging features derived from kidney ultrasounds predict chronic kidney disease progression in children with posterior urethral valves,0.5171904713
63ce8c518f92600d4043145a,Organic materials and devices for brain-inspired computing: From artificial implementation to biophysical realism,Organic materials and devices for brain-inspired computing: From artificial implementation to biophysical realism,3.0000001192
63ce8c808f92600d40431612,A quantum hindsight on density functional theory for computation of materials properties,A quantum hindsight on density functional theory for computation of materials properties,2.9999998808
63ce8caf8f92600d404317ca,A novel deep learning framework for copy-moveforgery detection in images,An efficient method for image forgery detection based on trigonometric transforms and deep learning,1.4618843198
63ce8cde8f92600d40431980,An efficient method for image forgery detection based on trigonometric transforms and deep learning,An efficient method for image forgery detection based on trigonometric transforms and deep learning,2.9999999404
63ce8d008f92600d40431aed,An efficient method for image forgery detection based on trigonometric transforms and deep learning,Two-channel deep recursive multi-scale network based on multi-attention for no-reference image quality assessment,0.5353558213
63ce8d0e8f92600d40431b37,On the DoF and secure DoF of K-user MIMO interference channel with instantaneous relays,On the DoF and secure DoF of K-user MIMO interference channel with instantaneous relays,3.0000001192
63ce8d3d8f92600d40431cee,An experimental scrutiny of visual design modelling: VCL up against UML+OCL,An experimental scrutiny of visual design modelling: VCL up against UML+OCL,3.0000001788
63ce8d6e8f92600d40431eb5,Classification of CT Scan Images of Lungs Using Deep Convolutional Neural Network with External Shape-Based Features,Biomedical image classification based on a feature concatenation and ensemble of deep CNNs,0.8301579654
63ce8e2f8f92600d40432573,Data-Driven Multi-step Demand Prediction for Ride-Hailing Services Using Convolutional Neural Network,Data-Driven Multi-step Demand Prediction for Ride-Hailing Services Using Convolutional Neural Network,3.0000001192
63ce8e318f92600d40432583,Data-Driven Multi-step Demand Prediction for Ride-Hailing Services Using Convolutional Neural Network,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,0.5195455551
63ce8e438f92600d4043263e,Data-Driven Multi-step Demand Prediction for Ride-Hailing Services Using Convolutional Neural Network,Description Logics for Relative Terminologies,0.5494209751
63ce8e908f92600d404328d7,Neural Network Collection,Neural Network Collection,2.9999998808
63ce8ec08f92600d40432a89,Gold Price: Trend-Cycle Analysis Using Fuzzy Techniques,Gold Price: Trend-Cycle Analysis Using Fuzzy Techniques,2.9999997616
63ce8f218f92600d40432deb,Actors in the Serverless Space,Actors in the Serverless Space,2.9999999404
63ce8fe58f92600d404332f9,A Review on the Artificial Intelligence Algorithms for the Recognition of Activities of Daily Living Using Sensors in Mobile Devices,A Review on the Artificial Intelligence Algorithms for the Recognition of Activities of Daily Living Using Sensors in Mobile Devices,3.0000001192
63ce8ffc8f92600d404333ee,A Review on the Artificial Intelligence Algorithms for the Recognition of Activities of Daily Living Using Sensors in Mobile Devices,Bayesian Approach to Action Selection and Attention Focusing,0.5432489291
63ce90468f92600d40433655,Efficient anomaly detection from medical signals and images,Efficient anomaly detection from medical signals and images,2.9999995828
63ce90578f92600d4043370b,Efficient anomaly detection from medical signals and images,Theoretical Foundation of Detection,1.0972287655
63ce905d8f92600d40433743,Efficient anomaly detection from medical signals and images,Attention-based residual autoencoder for video anomaly detection,0.6355007887
63ce90668f92600d4043379d,Efficient anomaly detection from medical signals and images,Hybrid anomaly detection method for hyperspectral images,0.6330346465
63ce907c8f92600d40433841,Semantic and geometric reasoning for robotic grasping: a probabilistic logic approach,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,0.8279409558
63ce90828f92600d4043387b,Semantic and geometric reasoning for robotic grasping: a probabilistic logic approach,Variational Bayes Inference for Logic-Based Probabilistic Models on BDDs,0.5608590543
63ce90a78f92600d404339af,Universal kernels which are continuous on the diagonal,Universal kernels which are continuous on the diagonal,3.0000001192
63ce90e78f92600d40433bf7,Biomedical image classification based on a feature concatenation and ensemble of deep CNNs,Robots Understanding Contextual Information in Human-Centered Environments Using Weakly Supervised Mask Data Distillation,0.5843123496
63ce90e98f92600d40433c0f,Biomedical image classification based on a feature concatenation and ensemble of deep CNNs,Multi-branch aware module with channel shuffle pixel-wise attention for lightweight image super-resolution,0.5008873641
63ce90f08f92600d40433c54,Biomedical image classification based on a feature concatenation and ensemble of deep CNNs,MAN and CAT: mix attention to nn and concatenate attention to YOLO,0.6791154668
63ce913a8f92600d40433eb1,Cardiac Computed Tomography,Cardiac Computed Tomography,2.9999998212
63ce91628f92600d4043400f,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,Altruistic Maneuver Planning for Cooperative Autonomous Vehicles Using Multi-agent Advantage Actor-Critic,0.7045983672
63ce91698f92600d40434054,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,Data-Driven Multi-step Demand Prediction for Ride-Hailing Services Using Convolutional Neural Network,0.5195455551
63ce916a8f92600d4043405c,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,3.0000001192
63ce91798f92600d404340f5,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,Robots Understanding Contextual Information in Human-Centered Environments Using Weakly Supervised Mask Data Distillation,0.8466796577
63ce91828f92600d40434152,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,MAN and CAT: mix attention to nn and concatenate attention to YOLO,0.5219812691
63ce91828f92600d40434156,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,Import vertical characteristic of rain streak for single image deraining,0.5157903023
63ce918b8f92600d404341b2,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,Two-channel deep recursive multi-scale network based on multi-attention for no-reference image quality assessment,0.5011329055
63ce918c8f92600d404341b6,A Brief Survey and an Application of Semantic Image Segmentation for Autonomous Driving,A deep learning based dual encoder–decoder framework for anatomical structure segmentation in chest X-ray images,0.5651571155
63ce91d68f92600d404343b0,Optimized test suites for automated testing using different optimization techniques,Optimized test suites for automated testing using different optimization techniques,2.9999999404
63ce92068f92600d4043455a,A Framework for Domain-Specific Natural Language Information Brokerage,A Framework for Domain-Specific Natural Language Information Brokerage,2.9999998808
63ce92388f92600d40434704,Evolution of control with learning classifier systems,Evolution of control with learning classifier systems,2.999999702
63ce924b8f92600d404347c1,Evolution of control with learning classifier systems,Artificial Inteligence Methods in the Problems of Drug Side-Effects,0.5264609009
63ce92698f92600d404348ae,Introduction to OpenCL for FPGA,Introduction to OpenCL for FPGA,2.9999997616
63ce929b8f92600d40434a58,The Fantastic in Postmodernity,The Fantastic in Postmodernity,2.9999997616
63ce92cc8f92600d40434c02,Development of Knowledge-Based Systems Which Use Bayesian Networks,Development of Knowledge-Based Systems Which Use Bayesian Networks,3.0000001192
63ce92e38f92600d40434ce5,Development of Knowledge-Based Systems Which Use Bayesian Networks,Collaborative Filtering for Massive Datasets Based on Bayesian Networks,0.8604612052
63ce92e88f92600d40434d16,Development of Knowledge-Based Systems Which Use Bayesian Networks,Optimizing Inference in Bayesian Networks and Semiring Valuation Algebras,0.7907724679
63ce92e88f92600d40434d17,Development of Knowledge-Based Systems Which Use Bayesian Networks,Logical Compilation of Bayesian Networks with Discrete Variables,0.5158612132
63ce93308f92600d40434f54,On-the-Fly Multiple Sources Data Analysis in AR-Based Decision Support Systems,On-the-Fly Multiple Sources Data Analysis in AR-Based Decision Support Systems,2.9999997616
63ce93638f92600d404350fd,PRISMO: Priority Based Spam Detection Using Multi Optimization,PRISMO: Priority Based Spam Detection Using Multi Optimization,2.9999998808
63ce93958f92600d404352a6,Autobiography,Autobiography,3.0000001192
63ce94979c697f5977f4f904,A scheduling model of logistics service supply chain based on the time windows of the FLSP’s operation and customer requirement,A scheduling model of logistics service supply chain based on the time windows of the FLSP’s operation and customer requirement,3.0
63ce94ef9c697f5977f4fbe8,Canonical correlation for principal components of time series,Applying Boosting to Similarity Literals for Time Series Classification,0.8002739847
63ce950b9c697f5977f4fca2,What is answer set programming to propositional satisfiability,What is answer set programming to propositional satisfiability,3.0000001192
63ce950e9c697f5977f4fcbc,What is answer set programming to propositional satisfiability,Explaining Preferences and Preferring Explanations,0.6106179804
63ce95219c697f5977f4fd66,What is answer set programming to propositional satisfiability,Simple Random Logic Programs,0.7353628278
63ce95889c697f5977f50083,Towards improving feature extraction and classification for activity recognition on streaming data,Adaptation of Decision Trees for Handling Concept Drift,0.5088914335
63ce958b9c697f5977f500a4,Towards improving feature extraction and classification for activity recognition on streaming data,On Resources Optimization in Fuzzy Clustering of Data Streams,0.50055103
63ce958c9c697f5977f500aa,Towards improving feature extraction and classification for activity recognition on streaming data,A New Fuzzy Classifier for Data Streams,0.5728467703
63ce95b49c697f5977f501d7,Extended Algorithm for Travelling Salesman Problem with Conditions in Nodes,What’s Next?,0.5563132167
63ce95d69c697f5977f50305,Extended Algorithm for Travelling Salesman Problem with Conditions in Nodes,Probabilistic Relaxation Labeling by Fokker-Planck Diffusion on a Graph,0.765172869
63ce95f49c697f5977f503d5,LEMRG: Decision Rule Generation Algorithm for Mining MicroRNA Expression Data,LEMRG: Decision Rule Generation Algorithm for Mining MicroRNA Expression Data,2.9999998212
63ce962f9c697f5977f505a1,Compliance management ontology – a shared conceptualization for research and practice in compliance management,Compliance management ontology – a shared conceptualization for research and practice in compliance management,3.0000001192
63ce96379c697f5977f505ea,Compliance management ontology – a shared conceptualization for research and practice in compliance management,Automated Reasoning Support for Ontology Development,0.5792777389
63ce96459c697f5977f5066c,Compliance management ontology – a shared conceptualization for research and practice in compliance management,Ontology Generation from Social Networks,0.5745142549
63ce96699c697f5977f5076d,Agent-based simulation with NetLogo to evaluate ambient intelligence scenarios,Agent-based simulation with NetLogo to evaluate ambient intelligence scenarios,2.9999999404
63ce96a29c697f5977f50939,A texture descriptor: BackGround Local Binary Pattern (BGLBP),A texture descriptor: BackGround Local Binary Pattern (BGLBP),3.0
63ce96dd9c697f5977f50b05,Increase of the speed of operation of scalar neural network tree when solving the nearest neighbor search problem in binary space of large dimension,Increase of the speed of operation of scalar neural network tree when solving the nearest neighbor search problem in binary space of large dimension,2.9999998808
63ce97139c697f5977f50ca0,A fuzzy control system for decision-making about fungicide applications against grape downy mildew,Detection of Acute Inflammation of Urinary Bladder and Acute Nephritis of Renal Pelvis Origin Using Artificial Neural Network,0.7082948759
63ce97189c697f5977f50cd1,A fuzzy control system for decision-making about fungicide applications against grape downy mildew,A fuzzy control system for decision-making about fungicide applications against grape downy mildew,3.0
63ce97319c697f5977f50db2,A fuzzy control system for decision-making about fungicide applications against grape downy mildew,Computer Vision Based Quality Control for Additive Manufacturing Parts,0.5425846297
63ce97c69c697f5977f51230,Indirect Method of Learning Weights of Intuitionistic Statement Networks,Indirect Method of Learning Weights of Intuitionistic Statement Networks,2.9999999404
63ce98029c697f5977f513fa,Accuracy Investigations of Turbine Blading Neural Models Applied to Thermal and Flow Diagnostics,Accuracy Investigations of Turbine Blading Neural Models Applied to Thermal and Flow Diagnostics,3.0000001788
63ce983d9c697f5977f515c4,Automatic Categorization of Email into Folders by Ant Colony Decision Tree and Social Networks,Automatic Categorization of Email into Folders by Ant Colony Decision Tree and Social Networks,3.0
63ce98519c697f5977f51676,Automatic Categorization of Email into Folders by Ant Colony Decision Tree and Social Networks,New Multi-Objective Algorithms for Neural Network Training Applied to Genomic Classification Data,0.5315204561
63ce98789c697f5977f5178e,Automated Augmented Reality Content Creation for Print Media,Automated Augmented Reality Content Creation for Print Media,2.9999998212
63ce98b49c697f5977f51958,A Namespace Approach for Modularity in BDI Programming Languages,A Namespace Approach for Modularity in BDI Programming Languages,2.9999997616
63ce98cf9c697f5977f51a42,A Namespace Approach for Modularity in BDI Programming Languages,An Anticipatory Trust Model for Open Distributed Systems,0.510598138
63ce98ef9c697f5977f51b22,Enhancing Cooperative Coevolution with Surrogate-Assisted Local Search,Enhancing Cooperative Coevolution with Surrogate-Assisted Local Search,2.9999995828
63ce99089c697f5977f51bfa,Enhancing Cooperative Coevolution with Surrogate-Assisted Local Search,Memetic Algorithm for Intense Local Search Methods Using Local Search Chains,0.9114916176
63ce992b9c697f5977f51cec,Distributed Algorithm for Robotic Network Self-deployment in Indoor Environments Using Wireless Signal Strength,Distributed Algorithm for Robotic Network Self-deployment in Indoor Environments Using Wireless Signal Strength,3.0000001192
63ce992c9c697f5977f51cf7,Distributed Algorithm for Robotic Network Self-deployment in Indoor Environments Using Wireless Signal Strength,The New Hardware Structure of the Emmy II Robot,0.5911771357
63ce993b9c697f5977f51d73,Distributed Algorithm for Robotic Network Self-deployment in Indoor Environments Using Wireless Signal Strength,Self-Localization of an Omnidirectional Mobile Robot Based on an Optical Flow Sensor,0.604593426
63ce993b9c697f5977f51d7a,Distributed Algorithm for Robotic Network Self-deployment in Indoor Environments Using Wireless Signal Strength,Assistance System for Disabled People: A Robot Controlled by Blinking and Wireless Link,0.5212208629
63ce99679c697f5977f51eb6,Optimization in Biology Parameter Estimation and the Associated Optimization Problem,Optimization in Biology Parameter Estimation and the Associated Optimization Problem,2.9999999404
63ce99af9c697f5977f520e3,Scalability Model Based on the Concept of Granularity,Towards an OpenCL Implementation of Genetic Algorithms on GPUs,0.5206897855
63ce99be9c697f5977f52164,Scalability Model Based on the Concept of Granularity,Estimation of mean response time of multi-agent systems,0.6971122697
63ce99df9c697f5977f52248,Statistical Laws in Linguistics,Statistical Laws in Linguistics,2.9999998212
63ce9a1b9c697f5977f52411,Abnormality Segmentation and Classification of Multi-class Brain Tumor in MR Images Using Fuzzy Logic-Based Hybrid Kernel SVM,Abnormality Segmentation and Classification of Multi-class Brain Tumor in MR Images Using Fuzzy Logic-Based Hybrid Kernel SVM,3.0000003576
63ce9a669c697f5977f5265c,Matrix transformation method in quadratic binary optimization,Binary optimization: Efficient increasing of global minimum basin of attraction,1.1542264521
63ce9a699c697f5977f52675,Matrix transformation method in quadratic binary optimization,Artificial Inteligence Methods in the Problems of Drug Side-Effects,0.7101308554
63ce9a939c697f5977f527a1,"MaxiMOOP: A Multi-Role, Low Cost and Small Sailing Robot Platform","MaxiMOOP: A Multi-Role, Low Cost and Small Sailing Robot Platform",3.0000001192
63ce9b089c697f5977f52b1d,Explaining Preferences and Preferring Explanations,What is answer set programming to propositional satisfiability,0.6106179804
63ce9b0a9c697f5977f52b2f,Explaining Preferences and Preferring Explanations,Explaining Preferences and Preferring Explanations,3.0000001788
63ce9b0b9c697f5977f52b35,Explaining Preferences and Preferring Explanations,Enablers and Inhibitors in Causal Justifications of Logic Programs,0.7346298248
63ce9b0c9c697f5977f52b41,Explaining Preferences and Preferring Explanations,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,0.5618755221
63ce9b0d9c697f5977f52b43,Explaining Preferences and Preferring Explanations,A Complexity Assessment for Queries Involving Sufficient and Necessary Causes,0.8645394444
63ce9b159c697f5977f52b8e,Explaining Preferences and Preferring Explanations,Causal Logic Programming,0.6484793127
63ce9b1e9c697f5977f52bd9,Explaining Preferences and Preferring Explanations,Simple Random Logic Programs,1.0700113326
63ce9b479c697f5977f52cf6,The Comstrat Model: Development of an Expert System in Strategic Marketing,The Comstrat Model: Development of an Expert System in Strategic Marketing,2.9999997616
63ce9b649c697f5977f52df2,The Comstrat Model: Development of an Expert System in Strategic Marketing,OCR-RTPS: an OCR-based real-time positioning system for the valet parking,0.5364131331
63ce9bb99c697f5977f5302c,The New Hardware Structure of the Emmy II Robot,Computer Navigation and Robotics in Orthopedic Trauma Implantology,0.5238234699
63ce9bc29c697f5977f5307b,The New Hardware Structure of the Emmy II Robot,Distributed Algorithm for Robotic Network Self-deployment in Indoor Environments Using Wireless Signal Strength,0.5911771357
63ce9bc39c697f5977f53082,The New Hardware Structure of the Emmy II Robot,The New Hardware Structure of the Emmy II Robot,2.999999702
63ce9bce9c697f5977f530e3,The New Hardware Structure of the Emmy II Robot,Cooperative Multi-Agent Reinforcement Learning for Multi-Component Robotic Systems: guidelines for future research,0.641600579
63ce9bd19c697f5977f530fe,The New Hardware Structure of the Emmy II Robot,Self-Localization of an Omnidirectional Mobile Robot Based on an Optical Flow Sensor,0.5621847808
63ce9bdf9c697f5977f53171,The New Hardware Structure of the Emmy II Robot,A study of an autonomous mobile robot for a sewer inspection system,0.5211826563
63ce9c3d9c697f5977f5340c,On Coarser Interval Temporal Logics and their Satisfiability Problem,On Coarser Interval Temporal Logics and their Satisfiability Problem,2.9999999404
63ce9c529c697f5977f534c0,On Coarser Interval Temporal Logics and their Satisfiability Problem,A temporal and channel-combined attention block for action segmentation,0.6874977648
63ce9c799c697f5977f535cd,Enablers and Inhibitors in Causal Justifications of Logic Programs,Explaining Preferences and Preferring Explanations,0.7346298248
63ce9c7b9c697f5977f535de,Enablers and Inhibitors in Causal Justifications of Logic Programs,A Complexity Assessment for Queries Involving Sufficient and Necessary Causes,0.8402855992
63ce9c849c697f5977f53629,Enablers and Inhibitors in Causal Justifications of Logic Programs,Causal Logic Programming,0.5333050787
63ce9c8c9c697f5977f53674,Enablers and Inhibitors in Causal Justifications of Logic Programs,Simple Random Logic Programs,0.5109857544
63ce9cb69c697f5977f53794,A survey of emerging patterns for supervised classification,A survey of emerging patterns for supervised classification,2.9999998808
63ce9cb99c697f5977f537b0,A survey of emerging patterns for supervised classification,Patterns and Trends in the Concept of Green Economy: A Text Mining Approach,0.5451828986
63ce9cbc9c697f5977f537ce,A survey of emerging patterns for supervised classification,Related Work,0.5121663474
63ce9cf39c697f5977f53958,Constrained model predictive control of proton exchange membrane fuel cell,Constrained model predictive control of proton exchange membrane fuel cell,3.0000001192
63ce9cf39c697f5977f5395b,Constrained model predictive control of proton exchange membrane fuel cell,Fuel cell starvation control using model predictive technique with Laguerre and exponential weight functions,0.8800326288
63ce9d2f9c697f5977f53b1c,Abnormal behavior detection using dominant sets,Abnormal behavior detection using dominant sets,2.9999998808
63ce9d6c9c697f5977f53ce0,Towards a HPC-oriented parallel implementation of a learning algorithm for bioinformatics applications,Towards a HPC-oriented parallel implementation of a learning algorithm for bioinformatics applications,3.0000001192
63ce9d989c697f5977f53e14,Fuel cell starvation control using model predictive technique with Laguerre and exponential weight functions,Design and application of adaptive PID controller based on asynchronous advantage actor–critic learning method,0.7468604296
63ce9daa9c697f5977f53ea1,Fuel cell starvation control using model predictive technique with Laguerre and exponential weight functions,Constrained model predictive control of proton exchange membrane fuel cell,0.8800326288
63ce9daa9c697f5977f53ea4,Fuel cell starvation control using model predictive technique with Laguerre and exponential weight functions,Fuel cell starvation control using model predictive technique with Laguerre and exponential weight functions,2.9999998808
63ce9de89c697f5977f54068,Parallel model based fault detection algorithm for electronic parking brake system,Parallel model based fault detection algorithm for electronic parking brake system,2.9999998212
63ce9e4a9c697f5977f54193,Play Ms. Pac-Man Using an Advanced Reinforcement Learning Agent,The Advantage Regret-Matching Actor-Critic,0.6120894551
63ce9e679c697f5977f54282,Play Ms. Pac-Man Using an Advanced Reinforcement Learning Agent,Cooperative Multi-Agent Reinforcement Learning for Multi-Component Robotic Systems: guidelines for future research,0.6170717478
63ce9e9a9c697f5977f543ee,"Bootstrapping a Portuguese WordNet from Galician, Spanish and English Wordnets","Bootstrapping a Portuguese WordNet from Galician, Spanish and English Wordnets",3.0000001192
63ce9ed79c697f5977f545b1,"
              Conclave: Ontology-Driven Measurement of Semantic Relatedness between Source Code Elements and Problem Domain Concepts","
              Conclave: Ontology-Driven Measurement of Semantic Relatedness between Source Code Elements and Problem Domain Concepts",2.9999999404
63ce9f2b9c697f5977f54774,Finitely Additive Probability Measures in Automated Medical Diagnostics,Finitely Additive Probability Measures in Automated Medical Diagnostics,2.9999998808
63ce9f9f9c697f5977f54ac7,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,Semantic and geometric reasoning for robotic grasping: a probabilistic logic approach,0.8279409558
63ce9fa39c697f5977f54aeb,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,Explaining Preferences and Preferring Explanations,0.5618755221
63ce9fa59c697f5977f54af8,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,2.9999998808
63ce9fb49c697f5977f54b78,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,Modal Hybrid Logics,0.5127050132
63ce9fb89c697f5977f54b9e,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,Enhance understanding and reasoning ability for image captioning,0.546890825
63ce9fba9c697f5977f54baa,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,Logical approaches to fuzzy similarity-based reasoning: an overview,0.79773283
63ce9fbd9c697f5977f54bc1,On the Semantics of Defeasible Reasoning for Description Logic Ontologies,A First Order Theory of Functional Parthood,0.5895879567
63ce9fe19c697f5977f54cba,The Abilities of P Colony Based Models in Robot Control,The Abilities of P Colony Based Models in Robot Control,2.9999999404
63cea01c9c697f5977f54e6d,A Complexity Assessment for Queries Involving Sufficient and Necessary Causes,Explaining Preferences and Preferring Explanations,0.8645394444
63cea0279c697f5977f54ec6,A Complexity Assessment for Queries Involving Sufficient and Necessary Causes,Causal Logic Programming,1.5365899503
63cea0309c697f5977f54f11,A Complexity Assessment for Queries Involving Sufficient and Necessary Causes,Simple Random Logic Programs,0.8095741868
63cea0d49c697f5977f553b9,Neural Networks in Modeling of CNC Milling of Moderate Slope Surfaces,Neural Networks in Modeling of CNC Milling of Moderate Slope Surfaces,2.9999995828
63cea14e9c697f5977f55735,Numerical Optimal Control of Integral-Algebraic Equations Using Differential Evolution with Fletcher’s Filter,Numerical Optimal Control of Integral-Algebraic Equations Using Differential Evolution with Fletcher’s Filter,2.999999702
63cea1bb9c697f5977f55a3f,Artificial Intelligence Elements in Data Mining from Remote Experiments,Towards standardizing retinal optical coherence tomography angiography: a review,0.5518097356
63cea2bf9c697f5977f55fdd,An Artificial Bee Colony Algorithm for the Set Covering Problem,An Artificial Bee Colony Algorithm for the Set Covering Problem,2.9999999404
63cea2fd9c697f5977f56197,A New Approach to Solve the Software Project Scheduling Problem Based on Max–Min Ant System,A New Approach to Solve the Software Project Scheduling Problem Based on Max–Min Ant System,2.9999994636
63cea3789c697f5977f56509,MIMO Pseudo Neural Networks for Iris Data Classification,MIMO Pseudo Neural Networks for Iris Data Classification,2.9999999404
63cea3f29c697f5977f56869,Patterns and Trends in the Concept of Green Economy: A Text Mining Approach,A survey of emerging patterns for supervised classification,0.5451828986
63cea3f49c697f5977f56879,Patterns and Trends in the Concept of Green Economy: A Text Mining Approach,Patterns and Trends in the Concept of Green Economy: A Text Mining Approach,3.0
63cea4329c697f5977f56a31,Logistic Warehouse Process Optimization Through Genetic Programming Algorithm,Logistic Warehouse Process Optimization Through Genetic Programming Algorithm,3.0000002384
63cea4709c697f5977f56be9,On the Simulation of the Brain Activity: A Brief Survey,On the Simulation of the Brain Activity: A Brief Survey,3.0000003576
63cea4809c697f5977f56c70,On the Simulation of the Brain Activity: A Brief Survey,VirtualECare: Group Support in Collaborative Networks Organizations for Digital Homecare,0.6826861706
63cea4ad9c697f5977f56da1,A Binary Firefly Algorithm for the Set Covering Problem,A Binary Firefly Algorithm for the Set Covering Problem,2.999999702
63cea4d79c697f5977f56eb7,JNeRF: An efficient heterogeneous NeRF model zoo based on Jittor,An advantage actor-critic algorithm for robotic motion planning in dense and dynamic scenarios,0.5173952579
63cea4f39c697f5977f56f91,JNeRF: An efficient heterogeneous NeRF model zoo based on Jittor,Causal Logic Programming,0.5773083568
63cea5689c697f5977f572c6,Relational large scale multi-label classification method for video categorization,Relational large scale multi-label classification method for video categorization,3.0000001788
63cea5a79c697f5977f5747d,Vision-Based Mobile Robot Navigation Using Subgoals,Vision-Based Mobile Robot Navigation Using Subgoals,2.9999997616
63cea6559c697f5977f57919,Formalisation and Verification of Knowledge Management in Digital Economy and Organisations,Collaborative knowledge management to identify data analytics opportunities in additive manufacturing,0.5830560774
63cea6659c697f5977f5799d,Formalisation and Verification of Knowledge Management in Digital Economy and Organisations,Formalisation and Verification of Knowledge Management in Digital Economy and Organisations,2.9999998808
63cea6739c697f5977f57a05,Formalisation and Verification of Knowledge Management in Digital Economy and Organisations,Gossip Galore: An Embodied Conversational Agent for Collecting and Sharing Pop Trivia from the Web,0.6025204957
63cea6e49c697f5977f57d05,Adaptation of Decision Trees for Handling Concept Drift,Adaptation of Decision Trees for Handling Concept Drift,2.9999998808
63cea6e89c697f5977f57d26,Adaptation of Decision Trees for Handling Concept Drift,On Resources Optimization in Fuzzy Clustering of Data Streams,0.8112968802
63cea6e99c697f5977f57d2c,Adaptation of Decision Trees for Handling Concept Drift,A New Fuzzy Classifier for Data Streams,0.8011134863
63cea7239c697f5977f57eb9,Mappets: An Interactive Plugin for Transmedia Machinima on Unity3D,Mappets: An Interactive Plugin for Transmedia Machinima on Unity3D,2.9999998808
63cea7ab9c697f5977f58267,Weights Aging in Social Networks,Time Based Modeling of Collaboration Social Networks,0.9561778903
63cea7b09c697f5977f58293,Weights Aging in Social Networks,New Multi-Objective Algorithms for Neural Network Training Applied to Genomic Classification Data,0.5710727274
63cea7e19c697f5977f583d0,Real-Time FPGA-Based Human Iris Recognition Embedded System: Zero-Delay Human Iris Feature Extraction,Real-Time FPGA-Based Human Iris Recognition Embedded System: Zero-Delay Human Iris Feature Extraction,3.0000001788
63cea84a9c697f5977f5868a,Bin-Packing,An advantage actor-critic algorithm for robotic motion planning in dense and dynamic scenarios,0.5173952579
63cea8659c697f5977f5875d,Bin-Packing,Causal Logic Programming,0.5773083568
